,movie,production_budget,domestic_gross,worldwide_gross,studio,original_language,popularity,release_date,vote_average,vote_count
673,Fences,24.0,57.682904,64.282881,Par.,en,12.753,2016-12-16,6.8,1465
674,Piranha 3D,24.0,25.003155,83.66016,W/Dim.,en,11.302,2010-08-20,5.3,1029
675,Faster,24.0,23.24002,35.792945,CBS,en,14.172,2010-11-23,6.2,895
676,I Don't Know How She Does It,24.0,9.659074,24.474463,Wein.,en,8.271,2011-09-16,5.2,231
677,Green Book,23.0,85.080171,322.034439,Uni.,en,36.284,2018-11-16,8.3,3499
678,The Wedding Ringer,23.0,64.460211,80.171596,SGem,en,15.876,2015-01-16,6.5,961
679,The Ides of March,23.0,40.962534,77.735925,Sony,en,10.127,2011-10-07,6.7,1405
680,The Hate U Give,23.0,29.719483,35.067665,Fox,en,19.135,2018-10-19,8.2,636
681,Haywire,23.0,18.942396,36.3747,Rela.,en,10.015,2011-11-06,5.6,747
682,Eddie the Eagle,23.0,15.789389,45.06048,Fox,en,11.482999999999999,2016-02-26,7.2,1190
683,Nocturnal Animals,22.5,10.663357,32.398681,Focus,en,16.19,2016-11-18,7.4,4192
684,The Water Diviner,22.5,4.200117,31.054727,WB,en,11.479000000000001,2015-04-24,6.8,682
685,Son of God,22.0,59.700064,70.949793,Fox,en,8.289,2014-02-28,6.4,123
686,The Hundred-Foot Journey,22.0,54.235441,94.270488,BV,en,8.26,2014-08-08,7.3,785
687,Diary of a Wimpy Kid: Dog Days,22.0,49.008662,77.229695,Fox,en,11.36,2012-08-03,6.2,440
688,Delivery Man,22.0,30.659817,70.53687,BV,en,7.962000000000001,2013-11-22,6.2,858
689,"Hail, Caesar!",22.0,30.080225,64.16068,Uni.,en,12.312000000000001,2016-02-05,5.9,2328
690,Diary of a Wimpy Kid: The Long Haul,22.0,20.738724,35.609577,Fox,en,10.839,2017-05-19,5.6,193
691,Homefront,22.0,20.158492,51.695362,ORF,en,14.422,2013-11-27,6.5,1410
692,The Transporter Refueled,22.0,16.02967,69.698495,EC,en,13.427999999999999,2015-09-04,5.4,836
693,"Roman J. Israel, Esq.",22.0,11.962712,12.967012,Sony,en,12.687999999999999,2017-11-17,6.2,499
694,Out of the Furnace,22.0,11.330849,15.434375,Rela.,en,9.139,2013-12-06,6.6,1077
695,Just Getting Started,22.0,6.069605,6.756412,BG,en,8.459,2017-12-08,4.9,94
696,Stone,22.0,1.810078,4.06502,Over.,en,8.401,2010-10-22,5.2,334
697,To Rome with Love,21.5,16.684352,74.326015,SPC,en,9.562999999999999,2012-06-22,5.7,1097
698,Silver Linings Playbook,21.0,132.092958,236.412453,Wein.,en,15.350999999999999,2012-12-25,7.1,7636
699,Blockers,21.0,60.311495,94.045328,Uni.,en,21.840999999999998,2018-04-06,6.1,969
700,For Colored Girls,21.0,37.729698,38.017873,LGF,en,2.858,2010-11-05,6.8,33
701,The Beaver,21.0,0.970816,5.046038,Sum.,en,7.357,2011-05-05,6.3,464
702,La La Land,20.0,151.101803,426.351163,LG/S,en,16.275,2016-12-09,7.9,10028
703,The Conjuring,20.0,137.400141,318.000141,WB (NL),en,18.886,2013-07-19,7.5,5912
704,Wonder,20.0,132.422809,304.604712,LGF,en,20.101,2017-11-17,8.2,3959
705,Bad Moms,20.0,113.257297,180.998716,STX,en,14.332,2016-07-29,6.5,2600
706,Tammy,20.0,84.525432,96.407655,WB (NL),en,10.979000000000001,2014-07-03,5.2,735
707,The Descendants,20.0,82.624961,175.5078,FoxS,en,10.444,2011-11-18,6.8,1522
708,The Last Song,20.0,62.950384,92.678948,BV,en,9.237,2010-03-31,7.2,2199
709,12 Years a Slave,20.0,56.671993,181.025343,FoxS,en,16.493,2013-10-30,7.9,6631
710,Me Before You,20.0,56.245075,208.265198,WB (NL),en,16.917,2016-06-03,7.7,5939
711,Barbershop: The Next Cut,20.0,54.030051,54.404202,WB (NL),en,12.845999999999998,2016-04-15,6.0,248
712,A Simple Favor,20.0,53.548586,97.628717,LGF,en,21.121,2018-09-14,6.6,1756
713,Selma,20.0,52.076908,66.776576,Par.,en,9.541,2014-12-25,7.5,1354
714,Spotlight,20.0,45.055776,92.08846,ORF,en,16.354,2015-11-06,7.8,4935
715,Spotlight,20.0,45.055776,92.08846,ORF,en,0.6,2018-01-28,10.0,1
716,The Star,20.0,40.847995,62.75801,Sony,en,14.53,2017-11-17,5.4,233
717,Nerve,20.0,38.583626,70.652284,LGF,en,0.6,2011-12-07,10.0,1
718,Nerve,20.0,38.583626,70.652284,LGF,en,14.508,2016-07-27,7.1,4590
719,Risen,20.0,36.880033,46.255763,Sony,en,10.089,2016-02-18,5.8,433
720,Vampires Suck,20.0,36.661504,81.424988,Fox,en,8.992,2010-08-18,4.1,658
721,The American,20.0,35.606376,67.950723,Focus,en,9.042,2010-09-01,5.8,690
722,Texas Chainsaw 3D,20.0,34.341945,47.666013,LGF,en,18.256,2013-01-04,5.3,780
723,She's Out of My League,20.0,32.01086,48.680977,Par.,en,7.775,2010-03-12,6.1,970
724,The Debt,20.0,31.177548,46.604054,Focus,en,12.697000000000001,2011-08-31,6.6,403
725,The World's End,20.0,26.004851,47.508505,Focus,en,12.719000000000001,2013-08-23,6.7,2990
726,You Again,20.0,25.702053,32.838945,BV,en,10.208,2010-09-24,6.2,734
727,On the Basis of Sex,20.0,24.622687,38.073377,Focus,en,32.624,2018-12-25,7.4,225
728,Monte Carlo,20.0,23.186769,39.686769,Fox,en,11.017000000000001,2011-07-01,6.2,1193
729,Rough Night,20.0,22.105643,46.844357,Sony,en,14.338,2017-06-16,5.6,1096
730,Silent Hill: Revelation 3D,20.0,17.530219,55.975672,ORF,en,13.681,2012-10-26,5.2,786
731,Lockout,20.0,14.326865,33.943049,FD,en,11.273,2012-04-13,5.9,1004
732,What's Your Number?,20.0,14.011084,30.163785,Fox,en,10.390999999999998,2011-09-30,6.4,1271
733,Burnt,20.0,13.651946,36.77351,Wein.,en,12.761,2015-10-23,6.4,1841
734,Triple 9,20.0,12.639297,25.943792,ORF,en,13.334000000000001,2016-02-26,5.8,1258
735,The Light Between Oceans,20.0,12.545979,22.281732,BV,en,29.886999999999997,2016-09-02,7.1,831
736,Let Me In,20.0,12.134935,28.270399,Over.,en,9.716000000000001,2010-10-01,6.7,1061
737,Let Me In,20.0,12.134935,28.270399,Over.,en,0.675,2016-06-20,7.0,2
738,Battle of the Year,20.0,8.888355,16.723377,SGem,en,5.858,2013-09-21,6.1,130
739,Inherent Vice,20.0,8.110975,14.772346,WB,en,14.244000000000002,2015-01-09,6.6,1359
740,Machete Kills,20.0,8.008161,18.273009,ORF,en,10.36,2013-10-11,5.5,1079
741,Little Boy,20.0,6.485961,17.769299,ORF,en,5.805,2015-04-23,7.0,292
742,Chasing Mavericks,20.0,6.002756,8.300821,Fox,en,6.546,2012-10-26,7.0,329
743,A Most Violent Year,20.0,5.749134,8.846875,A24,en,12.270999999999999,2014-12-31,6.6,792
744,A Dangerous Method,20.0,5.702083,14.807531,SPC,en,10.352,2011-11-23,6.3,1066
745,Hands of Stone,20.0,4.712792,5.031975,Wein.,en,8.17,2016-08-26,6.1,167
746,The Cold Light of Day,20.0,3.763583,25.361206,LG/S,en,8.974,2012-09-06,5.1,463
747,Suspiria,20.0,2.483472,7.034615,Amazon,en,16.925,2018-10-26,7.0,752
748,Dylan Dog: Dead of Night,20.0,1.186538,6.093725,OMNI/FSR,en,7.507999999999999,2011-11-01,4.4,243
749,All Good Things,20.0,0.582024,0.873617,Magn.,en,7.871,2010-12-03,6.0,493
750,By the Sea,20.0,0.53846,3.727746,Uni.,en,6.471,2015-11-13,5.4,306
751,The Tempest,20.0,0.277943,0.277943,Mira.,en,6.3,2010-12-10,5.8,52
752,Regression,20.0,0.055039,15.824374,W/Dim.,en,10.713,2016-02-05,5.5,1065
753,The Shape of Water,19.5,63.859435,195.790794,FoxS,en,22.025,2017-12-01,7.2,7224
754,The Devil's Double,19.1,1.361512,5.965646,LGF,en,7.505,2011-07-29,6.7,291
755,Bad Teacher,19.0,100.292856,215.448997,Sony,en,13.549000000000001,2011-06-19,5.5,2894
756,Sausage Party,19.0,97.670358,141.344255,Sony,en,15.232000000000001,2016-08-12,5.6,4237
757,The Crazies,19.0,39.123589,56.445534,Over.,en,12.245999999999999,2010-02-26,6.2,1036
758,The Switch,19.0,27.758465,49.858465,Mira.,en,7.745,2010-08-20,6.1,1008
759,Leap Year,19.0,25.91892,32.61892,Uni.,en,11.821,2010-01-08,6.7,990
760,The Book Thief,19.0,21.488481,76.086711,Fox,en,9.033999999999999,2013-11-08,7.5,2788
761,Take Me Home Tonight,19.0,6.928068,7.576604,Rela.,en,11.321,2011-03-04,6.1,339
762,Won't Back Down,19.0,5.310554,5.745503,Fox,en,6.14,2012-09-28,6.3,64
763,Won't Back Down,19.0,5.310554,5.745503,Fox,en,0.938,2014-06-03,6.2,3
764,Neighbors,18.0,150.0868,270.944428,Uni.,en,14.979000000000001,2014-05-09,6.2,4536
765,My Big Fat Greek Wedding 2,18.0,59.689605,92.096558,Uni.,en,6.7139999999999995,2016-03-25,5.8,593
766,The Perfect Guy,18.0,57.027435,60.278166,SGem,en,6.727,2015-09-11,5.7,211
767,Diary of a Wimpy Kid: Rodrick Rules,18.0,52.698535,73.695194,Fox,en,8.961,2011-03-25,6.4,492
768,Soul Surfer,18.0,43.853424,47.158652,TriS,en,8.459,2011-04-08,7.0,688
769,Uncle Drew,18.0,42.469946,46.527161,LG/S,en,10.835999999999999,2018-06-29,6.5,220
770,Blue Jasmine,18.0,33.404871,102.912961,SPC,en,10.443,2013-07-26,7.0,1983
771,Ricki and the Flash,18.0,26.839498,41.166033,TriS,en,8.247,2015-08-07,5.8,473
772,Love the Coopers,18.0,26.302731,42.22749,LGF,en,8.261000000000001,2015-11-13,5.8,384
773,127 Hours,18.0,18.33523,60.217171,FoxS,en,11.435,2010-11-05,7.0,4469
774,Norm of the North,18.0,17.062499,30.53566,LGF,en,9.325,2016-01-15,4.2,192
775,Jobs,18.0,16.13141,43.402515,ORF,en,8.023,2013-08-16,6.1,1622
776,And So It Goes,18.0,15.160801,17.920013,CE,en,8.235,2014-07-25,5.9,264
777,Labor Day,18.0,13.371528,14.18981,Par.,en,9.258,2013-12-27,6.9,546
778,Mao's Last Dancer,18.0,4.80675,25.941437,Gold.,en,2.681,2010-08-20,7.0,45
779,The Railway Man,18.0,4.438438,23.91021,Wein.,en,9.582,2014-04-11,6.9,408
780,Midnight Special,18.0,3.712282,7.68025,WB,en,8.652999999999999,2016-03-18,6.3,1105
781,Miss Sloane,18.0,3.500605,7.71963,EC,en,12.215,2016-11-25,7.4,912
782,Carlos,18.0,0.145526,1.619153,IFC,en,6.568,2010-10-11,7.0,87
783,Wolves,18.0,0.0,0.094953,KE,en,8.627,2014-11-14,5.8,151
784,Wolves,18.0,0.0,0.094953,KE,en,4.27,2016-10-25,5.8,22
785,Black Nativity,17.5,7.018188,7.285135,FoxS,en,1.7790000000000001,2013-11-27,5.7,25
786,City of Ghosts,17.5,0.325491,0.325491,IFC,en,4.341,2017-07-14,7.1,24
787,A Quiet Place,17.0,188.024361,334.522294,Par.,en,29.154,2018-04-06,7.3,5848
788,The Best Man Holiday,17.0,70.525195,72.83571,Uni.,en,8.581,2013-11-15,6.6,145
789,Pitch Perfect,17.0,65.001093,116.044347,Uni.,en,13.886,2012-09-28,7.3,4233
790,Saw 3D,17.0,45.710178,133.735284,LGF,en,20.37,2010-10-28,6.0,1488
791,"McFarland, USA",17.0,44.480275,45.707924,BV,en,8.197000000000001,2015-02-20,7.3,358
792,Almost Christmas,17.0,42.065185,42.493506,Uni.,en,6.532,2016-11-11,5.6,245
793,Beastly,17.0,27.865571,38.02823,CBS,en,10.136000000000001,2011-03-04,6.1,1748
794,The Apparition,17.0,4.936819,10.637281,WB,en,7.7139999999999995,2012-08-24,4.3,221
795,Genius,17.0,1.361045,7.265283,RAtt.,en,9.417,2016-06-10,6.5,391
796,Escobar: Paradise Lost,17.0,0.195792,3.917679,RTWC,en,15.924000000000001,2014-10-11,6.3,476
797,The Young Messiah,16.8,6.469813,7.313697,Focus,en,5.531000000000001,2016-03-11,6.1,50
798,Moonrise Kingdom,16.0,45.512466,68.848446,Focus,en,14.085999999999999,2012-05-25,7.7,3023
799,The Artist,16.0,44.667095,128.256712,Wein.,en,10.155,2011-10-14,7.4,1787
800,The Roommate,16.0,37.300107,52.545707,SGem,en,8.134,2011-02-04,5.4,406
801,Remember Me,16.0,19.06824,56.50612,Sum.,en,11.453,2010-03-12,7.1,2079
802,People Like Us,16.0,12.431792,12.617472,BV,en,9.078,2012-06-29,6.8,360
803,Bleed for This,16.0,5.083906,6.603926,ORF,en,8.258,2016-11-04,6.9,405
804,The Homesman,16.0,2.429989,8.217571,Saban,en,8.232000000000001,2014-08-29,6.5,389
805,Trance,16.0,2.322593,22.594052,FoxS,en,9.571,2013-04-05,6.6,1348
807,The Immigrant,16.0,2.013456,7.585011,Wein.,en,8.145,2013-10-06,6.2,438
808,Enter the Void,16.0,0.337997,1.467278,IFC,en,9.562999999999999,2010-09-24,7.3,773
809,Second Act,15.7,39.282227,63.288854,STX,en,16.322,2018-12-21,6.2,361
810,Annabelle: Creation,15.0,102.092201,305.384865,WB (NL),en,21.245,2017-08-11,6.5,3141
811,Jackass Presents: Bad Grandpa,15.0,102.003019,160.903019,Par.,en,8.823,2013-10-25,6.0,928
812,The Imitation Game,15.0,91.125143,227.740463,Wein.,en,33.078,2014-12-19,8.1,10396
813,Mama,15.0,71.62818,148.095566,Uni.,en,11.982999999999999,2013-01-18,6.1,2421
814,Diary of a Wimpy Kid,15.0,64.003625,76.954311,Fox,en,12.255999999999998,2010-03-19,6.0,736
815,The Woman in Black,15.0,54.33329,128.955898,CBS,en,12.780999999999999,2012-02-03,6.1,2122
816,BlacKkKlansman,15.0,49.27534,93.017335,Focus,en,25.101,2018-07-30,7.6,3138
817,Snitch,15.0,42.930462,57.907734,LG/S,en,0.6,2011-01-01,1.0,1
818,Snitch,15.0,42.930462,57.907734,LG/S,en,16.673,2013-02-22,5.9,1493
821,Krampus,15.0,42.725475,61.788393,Uni.,en,9.417,2015-12-04,6.0,1046
822,End of Watch,15.0,41.003371,57.586606,ORF,en,13.152000000000001,2012-09-21,7.3,1770
823,The Theory of Everything,15.0,35.893537,123.327692,Focus,en,13.866,2014-11-26,7.9,6412
824,The Favourite,15.0,34.366783,94.113929,FoxS,en,28.651,2018-11-23,7.7,2096
825,When the Game Stands Tall,15.0,30.127963,30.138912,TriS,en,6.08,2014-08-22,6.6,185
826,Home Again,15.0,27.020284,37.336874,ORF,en,10.478,2017-09-08,5.9,659
827,Ramona and Beezus,15.0,26.167002,27.469621,Fox,en,7.442,2010-07-23,6.3,460
828,The November Man,15.0,25.018119,34.820335,Rela.,en,17.747,2014-08-27,6.1,852
829,The Place Beyond the Pines,15.0,21.403519,47.011449,Focus,en,12.96,2013-03-27,6.9,2781
830,Keanu,15.0,20.591853,20.688141,WB (NL),en,8.952,2016-04-29,6.0,644
831,Country Strong,15.0,20.218921,20.601987,SGem,en,7.567,2010-12-22,6.3,126
832,A Most Wanted Man,15.0,17.237855,36.06889,RAtt.,en,10.267000000000001,2014-07-25,6.5,784
833,The Man with the Iron Fists,15.0,15.63409,22.018988,Uni.,en,15.457,2012-11-02,5.3,573
834,Killing Them Softly,15.0,14.945541,39.238443,Wein.,en,11.298,2012-11-30,6.0,1105
835,One Day,15.0,13.843771,59.168692,Focus,en,10.308,2011-08-19,7.2,2105
836,The Founder,15.0,12.786053,24.403192,Wein.,en,12.349,2017-01-20,7.0,2093
837,Queen of Katwe,15.0,8.874389,10.055481,BV,en,7.564,2016-09-23,7.1,225
838,Hotel Artemis,15.0,6.708137,12.758799,Global Road,en,14.585,2018-06-08,5.9,471
839,Scouts Guide to the Zombie Apocalypse,15.0,3.703046,15.554855,Par.,en,10.450999999999999,2015-10-30,6.2,915
840,You Will Meet a Tall Dark Stranger,15.0,3.247816,34.247816,SPC,en,6.209,2010-05-23,5.8,431
841,Never Let Me Go,15.0,2.434652,11.173718,FoxS,en,10.012,2010-09-15,6.8,1294
842,The Disappointments Room,15.0,2.423467,3.503761,Rela.,en,6.324,2016-09-09,4.4,272
843,The Reluctant Fundamentalist,15.0,0.528731,0.528731,IFC,en,7.46,2013-03-17,6.7,120
844,Centurion,15.0,0.12357,7.885048,Magn.,en,13.548,2010-02-15,6.1,673
845,The Son of No One,15.0,0.03068,1.148578,Anch.,en,7.586,2011-11-04,5.1,156
846,Khumba,15.0,0.0,20.898221,MNE,en,9.597000000000001,2013-12-07,5.6,129
847,Magic Mike XXL,14.5,66.013057,123.660597,WB,en,8.681000000000001,2015-07-01,6.2,1110
848,The Possession,14.0,49.130588,82.925064,LGF,en,8.978,2012-08-31,5.9,918
849,The Iron Lady,14.0,29.959436,115.592104,Wein.,en,8.987,2011-12-30,6.4,899
850,Our Family Wedding,14.0,20.255281,21.410546,FoxS,en,5.025,2010-03-12,5.5,57
851,Hot Tub Time Machine 2,14.0,12.314651,12.826644,Par.,en,8.052999999999999,2015-02-20,5.1,512
852,Fun Size,14.0,9.409538,11.166615,Par.,en,7.072,2012-10-26,5.5,249
853,Suffragette,14.0,4.70242,34.044909,Focus,en,7.763,2015-10-23,7.3,982
854,Mr. Turner,14.0,3.958546,25.187026,SPC,en,7.8839999999999995,2014-12-19,6.5,301
855,Flipped,14.0,1.755212,4.289993,WB,en,9.781,2010-08-06,7.4,859
856,Flipped,14.0,1.755212,4.289993,WB,en,0.9620000000000001,2015-12-15,7.0,2
857,Margaret,14.0,0.047185,0.623292,FoxS,en,8.747,2011-09-30,6.3,138
858,Seven Psychopaths,13.5,15.024049,33.035736,CBS,en,10.967,2012-10-12,6.8,2109
859,The Last Godfather,13.4,0.164247,0.164247,RAtt.,ko,1.4,2011-04-11,4.9,9
860,Black Swan,13.0,106.954678,331.26671,FoxS,en,13.745,2010-12-03,7.6,8374
861,Justin Bieber: Never Say Never,13.0,73.01391,99.034125,Par.,en,8.602,2011-02-11,5.1,240
862,The First Purge,13.0,69.488745,136.617305,Uni.,en,28.44,2018-07-04,5.8,1846
863,Miracles from Heaven,13.0,61.705123,73.798736,TriS,en,10.078,2016-03-18,7.1,478
864,The Shallows,13.0,55.121623,118.763442,Sony,en,14.091,2016-06-24,6.3,3037
865,St. Vincent,13.0,44.137712,54.837234,Wein.,en,16.379,2014-10-31,7.1,1069
866,Earth to Echo,13.0,38.934842,42.174545,Rela.,en,7.189,2014-07-02,5.7,377
867,Ex Machina,13.0,25.440971,38.358392,A24,en,18.485,2015-04-10,7.6,8026
868,Eye in the Sky,13.0,18.704596,35.402802,BST,en,10.219,2016-03-11,7.1,850
869,Admission,13.0,18.007317,18.733666,Focus,en,8.065,2013-03-22,5.5,385
870,The Perks of Being a Wallflower,13.0,17.742948,33.069303,LG/S,en,15.148,2012-09-21,7.8,5938
871,Room,13.0,14.677674,36.262783,A24,en,20.0,2015-10-16,8.1,5494
872,Woodlawn,13.0,14.394097,14.403703,PFR,en,5.575,2015-10-16,7.0,79
873,Chloe,13.0,3.075255,11.831131,SPC,en,8.807,2010-03-26,5.9,940
874,Youth,13.0,2.703296,24.001573,FoxS,it,9.265,2015-12-04,6.9,1098
875,The Vatican Tapes,13.0,1.784763,14.929184,LGF,en,7.841,2015-07-24,4.6,365
876,Attack the Block,13.0,1.024175,6.459183,SGem,en,9.612,2011-07-29,6.4,1144
877,The Killer Inside Me,13.0,0.217277,3.617277,IFC,en,7.087000000000001,2010-04-27,5.9,304
878,The Call,12.8,51.872378,69.821476,TriS,en,11.315,2013-03-14,6.7,1779
879,The Drop,12.6,10.724389,19.054534,FoxS,en,14.795,2014-09-12,6.7,1215
880,Machete,12.5,26.593646,46.37097,Fox,en,12.557,2010-09-03,6.3,1862
881,Conviction,12.5,6.797696,11.82698,FoxS,en,7.51,2010-10-15,7.2,297
882,Casino Jack,12.5,2.039869,2.272186,ATO,en,9.432,2010-12-17,6.1,149
883,The Perfect Game,12.5,1.089445,3.931367,IW,en,4.958,2010-04-16,6.3,44
884,The Paperboy,12.5,0.6772,4.027663,MNE,en,8.142999999999999,2012-10-05,5.5,409
885,A Little Bit of Heaven,12.5,0.010011,1.100287,MNE,en,7.87,2011-02-03,6.3,333
886,Think Like a Man,12.0,91.547205,113.373764,SGem,en,5.905,2012-04-20,6.9,438
887,Heaven is for Real,12.0,91.386097,100.916299,TriS,en,9.718,2014-04-16,6.2,363
888,Act of Valor,12.0,70.012847,82.497035,Rela.,en,12.197000000000001,2012-02-24,6.3,583
889,Project X,12.0,54.731865,103.028188,WB,en,9.715,2012-03-02,6.4,2968
890,Project X,12.0,54.731865,103.028188,WB,en,1.39,2016-11-18,5.6,7
891,"Three Billboards Outside Ebbing, Missouri",12.0,54.51374,160.191915,FoxS,en,17.808,2017-11-10,8.2,5432
892,Lion,12.0,51.739495,149.57072,Wein.,en,17.215999999999998,2016-11-25,8.1,3833
893,Philomena,12.0,37.709979,98.963392,Wein.,en,8.978,2013-11-27,7.4,945
894,Paper Towns,12.0,32.000304,85.450484,Fox,en,11.564,2015-07-24,6.0,3587
895,Hell or High Water,12.0,27.007844,37.584304,LGF,en,15.749,2016-08-12,7.3,2468
896,Katy Perry: Part of Me,12.0,25.326071,32.700439,Par.,en,7.138999999999999,2012-07-05,6.8,147
897,Top Five,12.0,25.317379,26.001741,Par.,en,6.322,2014-12-12,6.3,281
898,Project Almanac,12.0,22.348241,32.909437,Par.,en,9.55,2015-01-30,6.5,1449
899,Just Wright,12.0,21.540363,21.867665,FoxS,en,7.047000000000001,2010-05-14,6.2,211
900,Nebraska,12.0,17.654912,24.76136,Par.,en,9.521,2013-11-15,7.4,967
901,Young Adult,12.0,16.311571,22.750356,Par.,en,8.335,2011-12-16,5.7,603
902,About Time,12.0,15.323921,89.309178,Uni.,en,14.133,2013-11-08,7.9,3981
903,If Beale Street Could Talk,12.0,14.915773,19.859167,Annapurna,en,13.579,2018-12-14,7.2,388
904,Wish Upon,12.0,14.301505,23.477345,BG,en,10.219,2017-07-14,5.4,690
905,Arbitrage,12.0,7.919574,35.830713,RAtt.,en,12.14,2012-09-14,6.2,459
906,Stoker,12.0,1.703125,12.034913,FoxS,en,10.738,2013-03-01,6.6,1282
907,Darling Companion,12.0,0.793352,1.200346,SPC,en,4.656000000000001,2012-04-20,5.0,46
908,Trash,12.0,0.017484,6.553186,FCW,es,0.6,2010-11-03,3.0,3
909,Trash,12.0,0.017484,6.553186,FCW,pt,7.178999999999999,2015-10-09,7.1,353
910,5 Days of War,12.0,0.017479,0.087793,Anch.,en,8.689,2011-08-18,5.7,102
911,Carol,11.8,12.711491,42.843521,Wein.,en,13.095999999999998,2015-11-20,7.4,1949
912,Dirty Grandpa,11.5,35.593113,105.078449,LGF,en,11.432,2016-01-22,5.8,2667
913,The Fighter,11.0,93.617009,129.262388,Par.,en,10.395,2010-12-17,7.3,2325
914,If I Stay,11.0,50.474843,78.35617,WB (NL),en,12.047,2014-08-22,7.4,2703
915,Brooklyn,11.0,38.322743,62.076141,FoxS,en,12.083,2015-11-04,7.3,1912
916,Brooklyn,11.0,38.322743,62.076141,FoxS,fr,0.9159999999999999,2017-08-05,6.0,1
917,Woman in Gold,11.0,33.307793,58.586407,Wein.,en,7.76,2015-04-10,7.4,787
918,"I, Tonya",11.0,30.014534,53.797409,Neon,en,15.407,2017-12-08,7.5,2904
919,Quartet,11.0,18.388357,56.178935,Wein.,en,8.32,2013-01-10,6.6,209
920,Inside Llewyn Davis,11.0,13.248209,32.943247,CBS,en,10.549000000000001,2013-12-06,7.2,1400
921,Brighton Rock,11.0,0.229653,0.229653,IFC,en,4.749,2011-08-26,6.0,57
922,The Purge: Election Year,10.0,79.04244,118.514727,Uni.,en,18.975,2016-07-01,6.3,2900
923,Book Club,10.0,68.566296,91.113683,Par.,en,0.6,2015-05-13,10.0,1
924,Book Club,10.0,68.566296,91.113683,Par.,en,11.514000000000001,2018-05-18,6.0,301
925,Insidious: The Last Key,10.0,67.74533,167.885588,Uni.,en,16.017,2018-01-05,6.1,1306
926,Lady Bird,10.0,48.958273,78.610769,A24,en,15.974,2017-11-03,7.3,3866
927,The Best Exotic Marigold Hotel,10.0,46.383639,134.63978,FoxS,en,8.665,2012-05-25,6.9,756
928,Hereditary,10.0,44.069456,70.133905,A24,en,26.185,2018-06-08,7.0,2491
929,"Love, Simon",10.0,40.826341,65.520633,Fox,en,15.607999999999999,2018-03-16,8.2,3165
930,Jigsaw,10.0,38.052832,102.445196,LGF,en,17.398,2017-10-27,6.1,1887
931,"Everything, Everything",10.0,34.12114,61.603136,WB,en,13.998,2017-05-19,7.2,2447
932,Devil,10.0,33.679655,63.354114,Uni.,en,10.203,2010-09-17,5.9,1516
933,The Second Best Exotic Marigold Hotel,10.0,33.078266,90.384306,FoxS,en,7.731,2015-03-06,6.4,420
934,Slender Man,10.0,30.564825,51.723644,SGem,en,16.999000000000002,2018-08-10,4.0,712
935,When the Bough Breaks,10.0,29.747603,30.768449,SGem,en,8.062000000000001,2016-09-09,5.3,150
936,Sinister 2,10.0,27.740955,54.104225,Focus,en,9.916,2015-08-21,5.8,1142
937,The Forest,10.0,26.594261,40.74923,Focus,en,10.068999999999999,2016-01-08,5.0,957
938,The Forest,10.0,26.594261,40.74923,Focus,th,1.255,2016-03-09,5.9,15
939,Mud,10.0,21.590086,31.556959,RAtt.,en,12.507,2013-05-10,7.0,1592
940,Skyline,10.0,21.416355,68.264973,Uni.,en,8.847000000000001,2010-11-12,4.8,833
941,The Disaster Artist,10.0,21.120616,28.717667,A24,en,13.27,2017-12-01,7.2,1895
942,Blair Witch,10.0,20.777061,38.985577,LGF,en,9.772,2016-09-16,5.0,1094
943,Paranormal Activity: The Ghost Dimension,10.0,18.297124,77.959374,Par.,en,8.157,2015-10-23,5.2,774
944,My Week with Marilyn,10.0,14.597405,34.240572,Wein.,en,12.081,2011-11-23,6.7,741
945,Big Eyes,10.0,14.482031,27.317872,Wein.,en,12.017000000000001,2014-12-25,7.0,2153
946,Movie 43,10.0,8.840453,31.164747,Rela.,en,12.812999999999999,2013-01-25,4.4,1332
947,Can You Ever Forgive Me?,10.0,8.803865,11.752387,FoxS,en,17.604,2018-10-19,6.9,450
948,MacGruber,10.0,8.5256,8.629895,Uni.,en,7.666,2010-05-21,5.3,270
949,While We're Young,10.0,7.582065,17.503828,A24,en,8.022,2015-04-17,5.9,609
950,Seeking a Friend for the End of the World,10.0,7.078738,11.766959,Focus,en,8.092,2012-06-22,6.4,1108
951,Shut In,10.0,6.900335,11.360665,EC,en,10.535,2016-11-11,5.2,374
952,Cedar Rapids,10.0,6.861102,7.862131,FoxS,en,7.694,2011-02-11,6.0,206
953,The Collection,10.0,6.810754,8.890094,LD,en,9.059,2012-09-21,6.1,465
954,The Collection,10.0,6.810754,8.890094,LD,en,0.84,2017-03-11,7.0,1
955,Danny Collins,10.0,5.637066,8.465845,BST,en,8.933,2015-03-20,6.7,260
956,Gotti,10.0,4.286367,6.0891,VE,en,10.033999999999999,2018-06-15,5.2,231
957,"Jeff, Who Lives at Home",10.0,4.269426,4.708127,ParV,en,8.821,2011-09-13,6.2,320
958,Denial,10.0,4.073448,9.26394,BST,en,9.267000000000001,2016-09-30,6.7,349
959,The Man Who Knew Infinity,10.0,3.877922,12.382122,IFC,en,8.76,2016-04-29,7.2,699
960,Max Steel,10.0,3.818664,4.56308,ORF,en,8.88,2016-10-14,5.2,383
961,Rosewater,10.0,3.128941,3.185717,ORF,en,9.019,2014-11-07,6.7,121
962,Testament of Youth,10.0,1.82225,6.646669,SPC,en,9.251,2015-06-04,7.4,486
